total_spend,atv,total_visits,total_item_count,cancellation_rate,unique_products,time_of_day,day_of_week,discount_rate,loyalty_member,customer_id
-0.18071616459411996,-0.030406507211736798,0.5915540252663981,-0.1908293756243542,0.8956945385178033,-0.4409807799598079,0.18246046135483635,-1.3697694192469365,0.4248764830398118,1.5705872969719221,12346
0.16040174868223497,0.011901246264876942,0.028029742905137694,0.15136004065098896,-0.6762584572431214,0.3838475592780013,0.6267965520804258,-0.8326013959387728,-0.01037740508730073,1.5705872969719221,12347
-0.06665635976500642,0.05685403372770643,-0.15981168454861577,0.06489853009262063,-0.6762584572431214,-0.48394058929511047,0.6267965520804258,-1.3697694192469365,-0.6418537405715978,-0.6367045002388538,12348
0.1225805556383364,0.018166197869863784,-0.15981168454861577,-0.007644210689639295,0.39266957987430745,0.49554306354978794,-1.5948839015475216,0.24173465067755479,-0.2790577140160811,1.5705872969719221,12349
-0.1751767523476853,0.005097507401831536,-0.4102669211536204,-0.1753771820593525,-0.6762584572431214,-0.5526762842315945,1.5154687335316048,-0.29543337263060904,-0.004097382284134833,-0.6367045002388538,12350
-0.17762530131609722,-0.00944580451989339,-0.4102669211536204,-0.1678280187909547,-0.6762584572431214,-0.5183084367633525,1.0711326428060153,-1.3697694192469365,-0.8339575384167695,1.5705872969719221,12351
-0.08191973761888946,-0.008632320365079185,0.3410987886613935,-0.12111757106774344,0.5571200471231427,-0.0973023052773874,0.6267965520804258,-0.8326013959387728,-0.42868401489454094,1.5705872969719221,12352
-0.1698831460329471,-0.002315646435421755,-0.34765311200236926,-0.17360784691832176,-0.6762584572431214,-0.5011245130292314,-0.26187562937075315,-0.29543337263060904,0.5768047270087092,-0.6367045002388538,12353
-0.12067513951628729,0.002210287883699278,-0.4102669211536204,-0.1360979419284703,-0.6762584572431214,-0.20040584768211356,0.18246046135483635,0.24173465067755479,0.03195861070645558,-0.6367045002388538,12354
-0.13031643824789796,0.02525978771609188,-0.34765311200236926,-0.13456451813957698,-0.6762584572431214,-0.3980209706245053,-0.7062117200963427,0.7789026739857186,-0.3825136134806162,-0.6367045002388538,12355
0.2663067954142797,0.0745407116008525,-0.09719787539736462,0.20420418352977343,-0.6762584572431214,0.19482439820267,-1.5948839015475216,-1.3697694192469365,0.5347820212300782,-0.6367045002388538,12356
1.1382214027951658,0.11977563024965461,-0.2850393028511181,0.5783595880197384,-0.6762584572431214,1.5437624113311703,-1.1505478108219322,-0.8326013959387728,-0.03706750200075563,1.5705872969719221,12357
0.08412070611119207,0.09051376136794488,-0.15981168454861577,-0.07193005414708915,-0.6762584572431214,-0.21758977141623456,-1.1505478108219322,-1.3697694192469365,-0.7745570219778019,1.5705872969719221,12358
0.42494014075620146,0.01436711049109337,0.4037125978126446,0.09674656263117377,0.8507815957817767,1.921808733481833,-0.26187562937075315,-1.3697694192469365,0.26719960281263144,-0.6367045002388538,12359
0.10856010718311841,0.004156912698880464,0.09064355205638885,0.09132060153201287,-0.08240954773343875,0.6759742627580587,-1.5948839015475216,-0.8326013959387728,-0.3654291530185828,-0.6367045002388538,12360
-0.16223902049636618,-0.00046123252943381786,-0.22242549369986694,-0.17089486636874132,-0.6762584572431214,-0.5440843223645341,1.0711326428060153,0.7789026739857186,0.6449104915464913,-0.6367045002388538,12361
0.18696122591503905,0.0038613703037703086,0.4037125978126446,0.06242146089517761,0.4690215825255522,1.0282446993075396,1.0711326428060153,0.24173465067755479,0.2823401668799003,-0.6367045002388538,12362
-0.15925789200927964,0.01688721725356582,-0.34765311200236926,-0.15048853440885357,-0.6762584572431214,-0.5011245130292314,0.18246046135483635,-1.3697694192469365,-0.36779261592835033,-0.6367045002388538,12363
-0.10357845908850516,-0.006400663429112569,-0.22242549369986694,-0.020973202085404128,-0.6762584572431214,-0.0973023052773874,1.0711326428060153,0.7789026739857186,-0.14351388851441743,-0.6367045002388538,12364
-0.1761797283368376,-0.010499551625616095,-0.2850393028511181,-0.17820811828500166,1.1052882712859264,-0.509716474896292,0.18246046135483635,-1.3697694192469365,-0.36779261592835033,-0.6367045002388538,12365
-0.1630444738618342,0.40561018327446113,-0.4102669211536204,-0.1636995701285497,-0.6762584572431214,-0.6729637503704418,-1.1505478108219322,-0.8326013959387728,-1.398262444586961,-0.6367045002388538,12366
